rare_count,method,marginal_coverage,marginal_coverage_sd,worst_class_coverage,rare_class_coverage,mean_set_size,mean_set_size_sd,mean_ordinal_span,rare_infinite_rate,relative_size_vs_mondrian_pct,ordinal_vs_nonordinal_size_delta
100,independent_mondrian,0.90166,0.010780148421983804,0.8644979642083414,0.900977659310234,2.004732,0.07431503331089881,2.004848,0,0.0,0.07561600000000013
100,ordinal_cluster,0.896452,0.012460164364887002,0.7888924638237695,0.8378755441375654,1.888728,0.07768132604429459,1.888728,0,-5.786509119423455,-0.04038800000000009
100,input_dependent_nonordinal,0.902184,0.013912230015349799,0.8611679092305339,0.8983223508513731,1.929116,0.07490650268167644,1.929164,0,-3.7718757419944473,0.0
100,input_dependent_ordinal,0.9011,0.01341004101410581,0.8595688396872077,0.8998181755173592,1.922856,0.07396844775983881,1.922952,0,-4.084136932018857,-0.006260000000000154
50,independent_mondrian,0.903284,0.013353716486431782,0.8600854297424303,0.89913952938206,2.016112,0.08765831082105108,2.016312,0,0.0,0.07310400000000006
50,ordinal_cluster,0.896884,0.011742578251815065,0.7834441170924473,0.8070622543945981,1.883548,0.08154242880856566,1.883548,0,-6.575229947542603,-0.05946000000000007
50,input_dependent_nonordinal,0.905268,0.011717242679060632,0.8649770669007019,0.9032635120245208,1.943008,0.08069102512671407,1.943008,0,-3.625989032355348,0.0
50,input_dependent_ordinal,0.90516,0.011829725271535266,0.8659890524627628,0.9049346888236148,1.9408,0.08016480025547372,1.9408,0,-3.73550675756109,-0.0022079999999999878
20,independent_mondrian,0.900108,0.015871696065638354,0.8560022483148942,0.8953446685750769,1.999636,0.10192750906404022,2.002316,0,0.0,0.07928800000000003
20,ordinal_cluster,0.887604,0.016691146874915457,0.7487157943042833,0.762884897969129,1.817756,0.1051826395561549,1.817756,0,-9.095655409284491,-0.10259200000000002
20,input_dependent_nonordinal,0.89918,0.01686654677164238,0.8578718319440152,0.9088988583389421,1.920348,0.0992990780219031,1.921892,0,-3.965121652140691,0.0
20,input_dependent_ordinal,0.899656,0.016487621538596772,0.8580091654200984,0.9092618869363313,1.919664,0.09887719607674968,1.920884,0,-3.9993278776737333,-0.0006839999999999069
10,independent_mondrian,0.903176,0.014040948116135184,0.8441786312344807,0.8933652898916905,2.025364,0.12950341888923245,2.032424,0,0.0,0.06818800000000014
10,ordinal_cluster,0.89132,0.013789851340750559,0.7339705306424004,0.7381584380627295,1.828096,0.09062036186200097,1.828096,0,-9.739878856343857,-0.12908000000000008
10,input_dependent_nonordinal,0.90412,0.015429322733030115,0.8473708619053318,0.9011933440970751,1.957176,0.12748006049574973,1.962208,0,-3.3667034666361273,0.0
10,input_dependent_ordinal,0.903824,0.015552113168312526,0.8491668564587465,0.9020517202554241,1.952768,0.12667389540074941,1.95682,0,-3.584343357539687,-0.0044079999999999675
5,independent_mondrian,0.9047,0.012682349939975631,0.8702117263041907,1.0,2.744872,0.07634706815588929,3.763304,1,0.0,0.07253199999999982
5,ordinal_cluster,0.886976,0.013550949191846306,0.7282037371128587,0.7325833378316142,1.803428,0.09481946644017777,1.803428,0,-34.29828421871766,-0.8689120000000001
5,input_dependent_nonordinal,0.904088,0.015159005772147459,0.8659496499200943,1.0,2.67234,0.07728131727655788,3.722456,1,-2.6424547301294856,0.0
5,input_dependent_ordinal,0.903888,0.015150084356200797,0.8664694036727035,1.0,2.6696,0.07593080007480497,3.720708,1,-2.742277235514079,-0.0027400000000001867
