rare_count,method,class_id,mean_coverage,coverage_sd,mean_set_size,set_size_sd,mean_ordinal_span,full_set_rate,mean_preliminary_threshold,preliminary_threshold_variance,mean_correction,correction_sd,final_threshold_variance,infinite_correction_rate,calibration_support
5,independent_mondrian,0,1.0,0.0,1.5267950287652512,0.08677181618013861,1.5370085154888726,0.0,0.0,0.0,inf,inf,inf,1,5
5,independent_mondrian,1,0.9018529240951781,0.023563597105030153,2.7116212784577147,0.08829746887825922,2.759436249516101,0.0,0.0,0.0,0.4443477766810485,0.04251893745312548,0.0,0,100
5,independent_mondrian,2,0.8995418414530342,0.03167112747781879,2.7903472956478543,0.07280521257802912,3.482432352622285,0.0,0.0,0.0,0.8096533977116996,0.08398529864399794,0.0,0,100
5,independent_mondrian,3,0.8985207355633089,0.024683837615186957,3.2824787576571284,0.11724463427260998,4.552755889717179,0.0,0.0,0.0,0.5033185949064225,0.04491686247764362,0.0,0,100
5,independent_mondrian,4,0.8984530603491301,0.02922680484883853,2.4552723316210234,0.07327005972297072,4.735748404354056,0.0,0.0,0.0,0.6729128774619764,0.06345378216698921,0.0,0,100
5,input_dependent_nonordinal,0,1.0,0.0,1.5020916667076163,0.0735061579917911,1.5092341262294278,0.0,0.6945494530050973,0.022937654896432878,inf,inf,inf,1,5
5,input_dependent_nonordinal,1,0.906850373042839,0.03033643907557714,2.6413367042502176,0.113285441941099,2.6878208402867974,0.0,0.4086968388133518,0.019744388225355472,0.011814771347490732,0.033239143544461884,0.019744388225355472,0,100
5,input_dependent_nonordinal,2,0.894347926701811,0.03143403298735267,2.736156266704556,0.06407421036278203,3.4564795962195514,0.0,0.7852540358504364,0.02015517744496303,0.0021183477453444242,0.07223395895566907,0.02015517744496303,0,100
5,input_dependent_nonordinal,3,0.894501949197901,0.030465993520140403,3.1430217276484123,0.11565412678664048,4.477569492050475,0.0,0.4782823031364731,0.020643979356459393,-0.0024638895472305954,0.03919845118066215,0.020643979356459393,0,100
5,input_dependent_nonordinal,4,0.9002263415997135,0.02665781874959793,2.4181290612563866,0.05454625219543639,4.7416393212182735,0.0,0.6598402693311634,0.0213037561244658,0.00322110809609781,0.057491345027840854,0.0213037561244658,0,100
5,input_dependent_ordinal,0,1.0,0.0,1.5019459135941324,0.07088578667690815,1.5090241487520177,0.0,0.5236381887476546,0.020296985558579915,inf,inf,inf,1,5
5,input_dependent_ordinal,1,0.9067473587343123,0.027940809876910132,2.635956014732549,0.10705455768023586,2.6823369579365726,0.0,0.5508391811004657,0.02028370010346046,-0.13058997850644707,0.03136460405636408,0.02028370010346046,0,100
5,input_dependent_ordinal,2,0.8939831876617227,0.03166027771667332,2.734451120941597,0.06383468792355584,3.454807333374604,0.0,0.5783213127250857,0.020461217167019458,0.20720570063314842,0.06761360906411149,0.020461217167019458,0,100
5,input_dependent_ordinal,3,0.8937999430696308,0.03081483803905281,3.1388817313197226,0.11586903452614276,4.477021603980134,0.0,0.6057707234732419,0.020718738606283087,-0.13042074908589102,0.03601712694747885,0.020718738606283087,0,100
5,input_dependent_ordinal,4,0.9005624232944845,0.02657726342638132,2.417809160942657,0.05449708546121347,4.742086760465253,0.0,0.6313220659706243,0.021071485365558074,0.03201833654863434,0.05765403744485005,0.021071485365558074,0,100
5,ordinal_cluster,0,0.7325833378316142,0.04975252606280642,1.3773642730686304,0.10834497410313441,1.3773642730686304,0.0,0.0,0.0,0.4671495208575849,0.04682506910343507,0.0,0,5
5,ordinal_cluster,1,0.9765021247532861,0.010125844569467544,1.7865216343906059,0.12381435027331007,1.7865216343906059,0.0,0.0,0.0,0.6660338056579882,0.05349779266107233,0.0,0,100
5,ordinal_cluster,2,0.78984615486314,0.0309395006595401,2.0479150400460036,0.10789202903645174,2.0479150400460036,0.0,0.0,0.0,0.6004792025381209,0.040303105210561296,0.0,0,100
5,ordinal_cluster,3,0.9594560141806453,0.011964550668758858,1.979701048111857,0.11221319346932752,1.979701048111857,0.0,0.0,0.0,0.6621059394594964,0.037794022108692135,0.0,0,100
5,ordinal_cluster,4,0.855101626107768,0.02361608359457338,1.4893563779915076,0.06375432174679167,1.4893563779915076,0.0,0.0,0.0,0.5858404348081997,0.03595509953763216,0.0,0,100
10,independent_mondrian,0,0.8933652898916905,0.08545554019892668,1.4249046700259531,0.1167126751438324,1.4257998334829427,0.0,0.0,0.0,0.7764829535551075,0.24230806881472125,0.0,0,10
10,independent_mondrian,1,0.9050500658361937,0.02910114646619395,2.407268674030124,0.25315042021975465,2.411675717084935,0.0,0.0,0.0,0.45279437685640966,0.05303060090559548,0.0,0,100
10,independent_mondrian,2,0.9030688230116549,0.023399852780282455,2.026489874108561,0.17833298019606864,2.0474760413861426,0.0,0.0,0.0,0.8173749532561905,0.06404751633740192,0.0,0,100
10,independent_mondrian,3,0.9063916520036254,0.02587645979462788,2.3201883657238955,0.12237032557178107,2.324245234402125,0.0,0.0,0.0,0.5165521554578678,0.04650373043989144,0.0,0,100
10,independent_mondrian,4,0.9002213940645488,0.03249699141260411,1.47514643206715,0.07875086310809935,1.4755141795826283,0.0,0.0,0.0,0.6786684562270081,0.07140525445701018,0.0,0,100
