scenario,rare_count,repetition,method,class_id,test_count,coverage,mean_set_size,mean_ordinal_span,full_set_rate,mean_preliminary_threshold,preliminary_threshold_variance,mean_correction,final_threshold_variance,correction_is_infinite,calibration_support
C_weaker_ordinal_smoothness,100,0,independent_mondrian,1,1214,0.8978583196046128,1.9538714991762767,1.9538714991762767,0,0.0,0.0,0.5465216455777999,0.0,0,100
C_weaker_ordinal_smoothness,100,0,independent_mondrian,2,1110,0.881981981981982,2.047747747747748,2.047747747747748,0,0.0,0.0,0.7541485656013538,0.0,0,100
C_weaker_ordinal_smoothness,100,0,independent_mondrian,0,268,0.917910447761194,1.3694029850746268,1.3694029850746268,0,0.0,0.0,0.464880068641853,0.0,0,100
C_weaker_ordinal_smoothness,100,0,independent_mondrian,4,1226,0.901305057096248,1.5481239804241436,1.5481239804241436,0,0.0,0.0,0.7103414596977606,0.0,0,100
C_weaker_ordinal_smoothness,100,0,independent_mondrian,3,1182,0.8976311336717429,2.225042301184433,2.225042301184433,0,0.0,0.0,0.6153179910889703,0.0,0,100
C_weaker_ordinal_smoothness,100,0,ordinal_cluster,1,1214,0.9192751235584844,1.9110378912685337,1.9110378912685337,0,0.0,0.0,0.574217686016322,0.0,0,100
C_weaker_ordinal_smoothness,100,0,ordinal_cluster,2,1110,0.7846846846846847,2.0513513513513515,2.0513513513513515,0,0.0,0.0,0.6092036971603861,0.0,0,100
C_weaker_ordinal_smoothness,100,0,ordinal_cluster,0,268,0.9477611940298507,1.4291044776119404,1.4291044776119404,0,0.0,0.0,0.5455556791900862,0.0,0,100
C_weaker_ordinal_smoothness,100,0,ordinal_cluster,4,1226,0.8752039151712887,1.5358890701468189,1.5358890701468189,0,0.0,0.0,0.6565234312824794,0.0,0,100
C_weaker_ordinal_smoothness,100,0,ordinal_cluster,3,1182,0.9263959390862944,2.057529610829103,2.057529610829103,0,0.0,0.0,0.685847130801718,0.0,0,100
C_weaker_ordinal_smoothness,100,0,input_dependent_nonordinal,1,1214,0.8484349258649094,1.8467874794069192,1.8467874794069192,0,0.5174670067340207,0.022730982448018223,-0.04393106769573091,0.022730982448018223,0,100
C_weaker_ordinal_smoothness,100,0,input_dependent_nonordinal,2,1110,0.8594594594594595,2.0054054054054054,2.0054054054054054,0,0.7743075911679012,0.024929985753384176,-0.053431802199406964,0.024929985753384176,0,100
C_weaker_ordinal_smoothness,100,0,input_dependent_nonordinal,0,268,0.9253731343283582,1.2835820895522387,1.2835820895522387,0,0.42646044490068025,0.015080832575101403,0.047451396767891674,0.015080832575101403,0,100
C_weaker_ordinal_smoothness,100,0,input_dependent_nonordinal,4,1226,0.9061990212071778,1.5464926590538337,1.5464926590538337,0,0.7038760044479874,0.030616599267451527,-0.006350868883355065,0.030616599267451527,0,100
C_weaker_ordinal_smoothness,100,0,input_dependent_nonordinal,3,1182,0.9187817258883249,2.1074450084602367,2.1074450084602367,0,0.5826322452670935,0.02392647269721105,0.06890905745522535,0.02392647269721105,0,100
C_weaker_ordinal_smoothness,100,0,input_dependent_ordinal,1,1214,0.8451400329489291,1.8525535420098846,1.8525535420098846,0,0.5715487405700053,0.021012713596651016,-0.10293008815144494,0.021012713596651016,0,100
C_weaker_ordinal_smoothness,100,0,input_dependent_ordinal,2,1110,0.8567567567567568,1.9963963963963964,1.9963963963963964,0,0.6232558123726426,0.023503206984899064,0.09305317712834749,0.023503206984899064,0,100
C_weaker_ordinal_smoothness,100,0,input_dependent_ordinal,0,268,0.9291044776119403,1.2798507462686568,1.2798507462686568,0,0.5068179353365527,0.01620401720069277,-0.028919370525353594,0.01620401720069277,0,100
C_weaker_ordinal_smoothness,100,0,input_dependent_ordinal,4,1226,0.9037520391517129,1.5399673735725938,1.5399673735725938,0,0.709337762531528,0.02865371603870697,-0.020220331208418152,0.02865371603870697,0,100
C_weaker_ordinal_smoothness,100,0,input_dependent_ordinal,3,1182,0.9179357021996616,2.0998307952622675,2.0998307952622675,0,0.6605871078677619,0.026228096915065436,-0.008324241975264046,0.026228096915065436,0,100
C_weaker_ordinal_smoothness,100,1,independent_mondrian,4,1142,0.8765323992994746,1.575306479859895,1.575306479859895,0,0.0,0.0,0.6929985828128088,0.0,0,100
C_weaker_ordinal_smoothness,100,1,independent_mondrian,2,1217,0.9046836483155299,2.019720624486442,2.019720624486442,0,0.0,0.0,0.770419786852085,0.0,0,100
C_weaker_ordinal_smoothness,100,1,independent_mondrian,0,236,0.8940677966101694,1.3220338983050848,1.3220338983050848,0,0.0,0.0,0.45719859096995075,0.0,0,100
C_weaker_ordinal_smoothness,100,1,independent_mondrian,3,1208,0.9246688741721855,2.2756622516556293,2.2756622516556293,0,0.0,0.0,0.646218533940944,0.0,0,100
C_weaker_ordinal_smoothness,100,1,independent_mondrian,1,1197,0.883876357560568,1.9490392648287385,1.9490392648287385,0,0.0,0.0,0.5023264137451076,0.0,0,100
C_weaker_ordinal_smoothness,100,1,ordinal_cluster,4,1142,0.861646234676007,1.5288966725043782,1.5288966725043782,0,0.0,0.0,0.6531921447100181,0.0,0,100
C_weaker_ordinal_smoothness,100,1,ordinal_cluster,2,1217,0.8323746918652424,2.064913722267872,2.064913722267872,0,0.0,0.0,0.6376776389094135,0.0,0,100
C_weaker_ordinal_smoothness,100,1,ordinal_cluster,0,236,0.9279661016949152,1.4745762711864407,1.4745762711864407,0,0.0,0.0,0.4973506725599787,0.0,0,100
C_weaker_ordinal_smoothness,100,1,ordinal_cluster,3,1208,0.9346026490066225,2.0943708609271523,2.0943708609271523,0,0.0,0.0,0.6761189556943599,0.0,0,100
C_weaker_ordinal_smoothness,100,1,ordinal_cluster,1,1197,0.9306599832915622,1.8813700918964076,1.8813700918964076,0,0.0,0.0,0.6031942348918756,0.0,0,100
C_weaker_ordinal_smoothness,100,1,input_dependent_nonordinal,4,1142,0.8598949211908932,1.4676007005253942,1.4676007005253942,0,0.711093254650189,0.025916283526943976,-0.04426341967938896,0.025916283526943976,0,100
C_weaker_ordinal_smoothness,100,1,input_dependent_nonordinal,2,1217,0.8874281018898932,1.913722267871816,1.913722267871816,0,0.7795879295311869,0.024043684100871314,-0.04305002402332925,0.024043684100871314,0,100
C_weaker_ordinal_smoothness,100,1,input_dependent_nonordinal,0,236,0.9110169491525424,1.402542372881356,1.402542372881356,0,0.4466384500444395,0.024721013059145185,0.03506166068137104,0.024721013059145192,0,100
C_weaker_ordinal_smoothness,100,1,input_dependent_nonordinal,3,1208,0.8816225165562914,2.0521523178807946,2.0521523178807946,0,0.5689238477712193,0.021803404950377445,-0.01549529961546614,0.021803404950377445,0,100
C_weaker_ordinal_smoothness,100,1,input_dependent_nonordinal,1,1197,0.8964076858813701,1.8897243107769424,1.8897243107769424,0,0.48117071003283646,0.015500461227309088,0.018876499917356626,0.015500461227309088,0,100
C_weaker_ordinal_smoothness,100,1,input_dependent_ordinal,4,1142,0.862521891418564,1.4693520140105079,1.4693520140105079,0,0.7174985136502476,0.024502165651178274,-0.050751611065323665,0.024502165651178274,0,100
C_weaker_ordinal_smoothness,100,1,input_dependent_ordinal,2,1217,0.8898931799506984,1.9153656532456862,1.9153656532456862,0,0.6077784671792864,0.02102478831272935,0.13274920051451322,0.02102478831272935,0,100
C_weaker_ordinal_smoothness,100,1,input_dependent_ordinal,0,236,0.9364406779661016,1.4279661016949152,1.4279661016949152,0,0.5106069690723994,0.014789816085875474,-0.016968931441082358,0.014789816085875474,0,100
C_weaker_ordinal_smoothness,100,1,input_dependent_ordinal,3,1208,0.8874172185430463,2.073675496688742,2.073675496688742,0,0.6565194097468935,0.023439579688045695,-0.0960790362658776,0.023439579688045706,0,100
C_weaker_ordinal_smoothness,100,1,input_dependent_ordinal,1,1197,0.8897243107769424,1.9030910609857978,1.9030910609857978,0,0.5514293604091218,0.018424238508278512,-0.05507427479649374,0.018424238508278512,0,100
C_weaker_ordinal_smoothness,100,2,independent_mondrian,2,1163,0.8925193465176269,2.098882201203783,2.098882201203783,0,0.0,0.0,0.7707505456560714,0.0,0,100
C_weaker_ordinal_smoothness,100,2,independent_mondrian,3,1203,0.9085619285120532,2.3915211970074814,2.3915211970074814,0,0.0,0.0,0.6063945445629377,0.0,0,100
C_weaker_ordinal_smoothness,100,2,independent_mondrian,4,1196,0.9423076923076923,1.62876254180602,1.62876254180602,0,0.0,0.0,0.8187604314681876,0.0,0,100
C_weaker_ordinal_smoothness,100,2,independent_mondrian,1,1213,0.8985985160758451,2.042868920032976,2.042868920032976,0,0.0,0.0,0.5378218576173511,0.0,0,100
C_weaker_ordinal_smoothness,100,2,independent_mondrian,0,225,0.9111111111111111,1.3555555555555556,1.3555555555555556,0,0.0,0.0,0.5163601667648856,0.0,0,100
C_weaker_ordinal_smoothness,100,2,ordinal_cluster,2,1163,0.8177128116938951,2.064488392089424,2.064488392089424,0,0.0,0.0,0.6336511146989585,0.0,0,100
C_weaker_ordinal_smoothness,100,2,ordinal_cluster,3,1203,0.9376558603491272,2.0989193682460514,2.0989193682460514,0,0.0,0.0,0.6790593648297664,0.0,0,100
C_weaker_ordinal_smoothness,100,2,ordinal_cluster,4,1196,0.8695652173913043,1.5543478260869565,1.5543478260869565,0,0.0,0.0,0.6616003070493064,0.0,0,100
