scenario,n_cal,repetition,class_j,class_k,true_ks,empirical_ks,direct_certificate,path_certificate,final_certificate,certificate_covers_true_ks,simultaneous_certificate_covers_all_pairs
strong_smoothness,200,0,0,1,0.009973297288075951,0.010830417175064833,0.03872124552312756,0.03872124552312756,0.03872124552312756,1,1
strong_smoothness,200,0,0,2,0.019945036390476102,0.026257579596359104,0.0551055102139143,0.09119090266818511,0.0551055102139143,1,1
strong_smoothness,200,0,0,3,0.029913659851819575,0.02551440547990358,0.055041310723704495,0.13155825138149763,0.055041310723704495,1,1
strong_smoothness,200,0,0,4,0.03987761167674496,0.06892907367622436,0.12488798253926789,0.24060556903074304,0.12488798253926789,1,1
strong_smoothness,200,0,1,2,0.009973297288075951,0.022425810450566352,0.05246965714505755,0.05246965714505755,0.05246965714505755,1,1
strong_smoothness,200,0,1,3,0.019945036390476102,0.024140651503317456,0.05486347282405439,0.09283700585837007,0.05486347282405439,1,1
strong_smoothness,200,0,1,4,0.029913659851819575,0.06402208605407422,0.12117691099405377,0.20188432350761548,0.12117691099405377,1,1
strong_smoothness,200,0,2,3,0.009973297288075951,0.008687425123083126,0.04036734871331252,0.04036734871331252,0.04036734871331252,1,1
strong_smoothness,200,0,2,4,0.019945036390476102,0.048049988891606166,0.10616191610107817,0.14941466636255793,0.10616191610107817,1,1
strong_smoothness,200,0,3,4,0.009973297288075951,0.05025641581352769,0.10904731764924541,0.10904731764924541,0.10904731764924541,1,1
strong_smoothness,200,1,0,1,0.009973297288075951,0.016087567709607342,0.04394120700831038,0.04394120700831038,0.04394120700831038,1,1
strong_smoothness,200,1,0,2,0.019945036390476102,0.016833697648093005,0.045810707450738994,0.08583654005719157,0.045810707450738994,1,1
strong_smoothness,200,1,0,3,0.029913659851819575,0.03399502003528848,0.0634646939789841,0.1395337490379629,0.0634646939789841,1,1
strong_smoothness,200,1,0,4,0.03987761167674496,0.04683399221599094,0.10173828065661805,0.22066362306541673,0.10173828065661805,1,1
strong_smoothness,200,1,1,2,0.009973297288075951,0.011732708605049713,0.041895333048881184,0.041895333048881184,0.041895333048881184,1,1
strong_smoothness,200,1,1,3,0.019945036390476102,0.03020567570304955,0.060860964287930655,0.09559254202965249,0.060860964287930655,1,1
strong_smoothness,200,1,1,4,0.029913659851819575,0.04280994522437509,0.0988998483061877,0.1767224160571063,0.0988998483061877,1,1
strong_smoothness,200,1,2,3,0.009973297288075951,0.021918549891947248,0.05369720898077131,0.05369720898077131,0.05369720898077131,1,1
strong_smoothness,200,1,2,4,0.019945036390476102,0.03705262957469091,0.09426590316044647,0.13482708300822516,0.09426590316044647,1,1
strong_smoothness,200,1,3,4,0.009973297288075951,0.02342393630064865,0.08112987402745384,0.08112987402745384,0.08112987402745384,1,1
strong_smoothness,200,2,0,1,0.009973297288075951,0.013844673904964466,0.041645268613608975,0.041645268613608975,0.041645268613608975,1,1
strong_smoothness,200,2,0,2,0.019945036390476102,0.02856868665766854,0.0573086998265357,0.09527731235468806,0.0573086998265357,1,1
strong_smoothness,200,2,0,3,0.029913659851819575,0.03608303692275289,0.06563189290101762,0.13950017265570092,0.06563189290101762,1,1
strong_smoothness,200,2,0,4,0.03987761167674496,0.05213121368093887,0.10804755199839208,0.22223827920598013,0.10804755199839208,1,1
strong_smoothness,200,2,1,2,0.009973297288075951,0.023525429121203423,0.05363204374107908,0.05363204374107908,0.05363204374107908,1,1
strong_smoothness,200,2,1,3,0.019945036390476102,0.03200996060300604,0.06292541803227927,0.09785490404209195,0.06292541803227927,1,1
strong_smoothness,200,2,1,4,0.029913659851819575,0.05099049825378443,0.10827343802224615,0.18059301059237115,0.10827343802224615,1,1
strong_smoothness,200,2,2,3,0.009973297288075951,0.012367984411516986,0.04422286030101287,0.04422286030101287,0.04422286030101287,1,1
strong_smoothness,200,2,2,4,0.019945036390476102,0.031327542608800774,0.08954990083748512,0.1269609668512921,0.08954990083748512,1,1
strong_smoothness,200,2,3,4,0.009973297288075951,0.023706905512197285,0.08273810655027922,0.08273810655027922,0.08273810655027922,1,1
strong_smoothness,200,3,0,1,0.009973297288075951,0.02038145458751439,0.04815004528708032,0.04815004528708032,0.04815004528708032,1,1
strong_smoothness,200,3,0,2,0.019945036390476102,0.02507092241478215,0.053934713360162694,0.08851292400310501,0.053934713360162694,1,1
strong_smoothness,200,3,0,3,0.029913659851819575,0.032357425257097394,0.0620539801512945,0.13239027254257735,0.0620539801512945,1,1
strong_smoothness,200,3,0,4,0.03987761167674496,0.04736375885191868,0.10253876819276511,0.20931229919882524,0.10253876819276511,1,1
strong_smoothness,200,3,1,2,0.009973297288075951,0.010392259633858147,0.040362878716024696,0.040362878716024696,0.040362878716024696,1,1
strong_smoothness,200,3,1,3,0.019945036390476102,0.015502997942344554,0.04630638097332766,0.08424022725549703,0.04630638097332766,1,1
strong_smoothness,200,3,1,4,0.029913659851819575,0.028870724968285688,0.08515256244591812,0.16116225391174493,0.08515256244591812,1,1
strong_smoothness,200,3,2,3,0.009973297288075951,0.011978765262674607,0.04387734853947233,0.04387734853947233,0.04387734853947233,1,1
strong_smoothness,200,3,2,4,0.019945036390476102,0.02557169979184648,0.08294873751529352,0.12079937519572023,0.08294873751529352,1,1
strong_smoothness,200,3,3,4,0.009973297288075951,0.018712224983984282,0.0769220266562479,0.0769220266562479,0.0769220266562479,1,1
strong_smoothness,200,4,0,1,0.009973297288075951,0.015646936029217295,0.043536443290884734,0.043536443290884734,0.043536443290884734,1,1
strong_smoothness,200,4,0,2,0.019945036390476102,0.024479738087455294,0.0533127558856209,0.08999573043766335,0.0533127558856209,1,1
strong_smoothness,200,4,0,3,0.029913659851819575,0.03853501422300992,0.06810437801446674,0.1394938649642842,0.06810437801446674,1,1
strong_smoothness,200,4,0,4,0.03987761167674496,0.052770126722587074,0.10777973116798159,0.21922924472017827,0.10777973116798159,1,1
strong_smoothness,200,4,1,2,0.009973297288075951,0.01639763042482334,0.04645928714677861,0.04645928714677861,0.04645928714677861,1,1
strong_smoothness,200,4,1,3,0.019945036390476102,0.026399254738811162,0.05719725745405765,0.09595742167339946,0.05719725745405765,1,1
strong_smoothness,200,4,1,4,0.029913659851819575,0.04040793412191851,0.09664617749110269,0.17569280142929353,0.09664617749110269,1,1
strong_smoothness,200,4,2,3,0.009973297288075951,0.017756621274876205,0.04949813452662086,0.04949813452662086,0.04949813452662086,1,1
strong_smoothness,200,4,2,4,0.019945036390476102,0.03319307022722978,0.09037482413291213,0.12923351428251492,0.09037482413291213,1,1
strong_smoothness,200,4,3,4,0.009973297288075951,0.021817279856920502,0.07973537975589406,0.07973537975589406,0.07973537975589406,1,1
strong_smoothness,200,5,0,1,0.009973297288075951,0.015333033164636467,0.043140608662313264,0.043140608662313264,0.043140608662313264,1,1
strong_smoothness,200,5,0,2,0.019945036390476102,0.012935508666363671,0.041651137968482424,0.08180340051530985,0.041651137968482424,1,1
strong_smoothness,200,5,0,3,0.029913659851819575,0.03390507567948753,0.06345710875190055,0.14138497946410805,0.06345710875190055,1,1
strong_smoothness,200,5,0,4,0.03987761167674496,0.04016739193993302,0.09555206339466407,0.217553437608218,0.09555206339466407,1,1
strong_smoothness,200,5,1,2,0.009973297288075951,0.00852057584980942,0.038662791852996585,0.038662791852996585,0.038662791852996585,1,1
strong_smoothness,200,5,1,3,0.019945036390476102,0.029458477203972988,0.06043709697745443,0.0982443708017948,0.06043709697745443,1,1
strong_smoothness,200,5,1,4,0.029913659851819575,0.03516558957668281,0.09197684773248227,0.17441282894590474,0.09197684773248227,1,1
strong_smoothness,200,5,2,3,0.009973297288075951,0.027694905370874823,0.05958157894879822,0.05958157894879822,0.05958157894879822,1,1
strong_smoothness,200,5,2,4,0.019945036390476102,0.035049877074400104,0.09276918903464151,0.13575003709290817,0.09276918903464151,1,1
strong_smoothness,200,5,3,4,0.009973297288075951,0.017612742413574245,0.07616845814410994,0.07616845814410994,0.07616845814410994,1,1
strong_smoothness,200,6,0,1,0.009973297288075951,0.020213838197563616,0.04801430729935882,0.04801430729935882,0.04801430729935882,1,1
strong_smoothness,200,6,0,2,0.019945036390476102,0.024402103829888278,0.05314639097213296,0.09170564737283356,0.05314639097213296,1,1
strong_smoothness,200,6,0,3,0.029913659851819575,0.0341222925107042,0.06383996577661534,0.13892952640961914,0.06383996577661534,1,1
strong_smoothness,200,6,0,4,0.03987761167674496,0.06551839631504752,0.12000753041725028,0.2371437305950166,0.12000753041725028,1,1
strong_smoothness,200,6,1,2,0.009973297288075951,0.013680497043812911,0.043691340073474735,0.043691340073474735,0.043691340073474735,1,1
strong_smoothness,200,6,1,3,0.019945036390476102,0.02225559203515659,0.05323982118848487,0.0909152191102603,0.05323982118848487,1,1
strong_smoothness,200,6,1,4,0.029913659851819575,0.05166000800491877,0.10741569799453866,0.18912942329565774,0.10741569799453866,1,1
strong_smoothness,200,6,2,3,0.009973297288075951,0.015295831843007812,0.04722387903678557,0.04722387903678557,0.04722387903678557,1,1
strong_smoothness,200,6,2,4,0.019945036390476102,0.050915316245635944,0.10761482427570532,0.14543808322218302,0.10761482427570532,1,1
strong_smoothness,200,6,3,4,0.009973297288075951,0.040541310031661615,0.09821420418539745,0.09821420418539745,0.09821420418539745,1,1
strong_smoothness,200,7,0,1,0.009973297288075951,0.01426844156403595,0.04216042952566161,0.04216042952566161,0.04216042952566161,1,1
strong_smoothness,200,7,0,2,0.019945036390476102,0.027085486174167617,0.05588040493628442,0.09615025747335355,0.05588040493628442,1,1
strong_smoothness,200,7,0,3,0.029913659851819575,0.0368979615883116,0.06632409475367107,0.14294079509835994,0.06632409475367107,1,1
strong_smoothness,200,7,0,4,0.03987761167674496,0.07178744765634332,0.1275622313853506,0.23849772463272406,0.1275622313853506,1,1
