scenario,rare_count,repetition,method,class_id,test_count,coverage,mean_set_size,mean_ordinal_span,full_set_rate,mean_preliminary_threshold,preliminary_threshold_variance,mean_correction,final_threshold_variance,correction_is_infinite,calibration_support
B_nonlinear_misspecified,100,0,independent_mondrian,2,1221,0.9271089271089271,2.022932022932023,2.022932022932023,0,0.0,0.0,0.5613533292738346,0.0,0,100
B_nonlinear_misspecified,100,0,independent_mondrian,4,1145,0.9371179039301311,1.485589519650655,1.485589519650655,0,0.0,0.0,0.7023493066796583,0.0,0,100
B_nonlinear_misspecified,100,0,independent_mondrian,1,1170,0.9478632478632478,1.611965811965812,1.611965811965812,0,0.0,0.0,0.6192464342486218,0.0,0,100
B_nonlinear_misspecified,100,0,independent_mondrian,3,1224,0.8905228758169934,2.0236928104575163,2.0236928104575163,0,0.0,0.0,0.605465024972855,0.0,0,100
B_nonlinear_misspecified,100,0,independent_mondrian,0,240,0.8833333333333333,1.4208333333333334,1.4208333333333334,0,0.0,0.0,0.325185207083337,0.0,0,100
B_nonlinear_misspecified,100,0,ordinal_cluster,2,1221,0.9377559377559378,1.8845208845208845,1.8845208845208845,0,0.0,0.0,0.590109745421725,0.0,0,100
B_nonlinear_misspecified,100,0,ordinal_cluster,4,1145,0.9170305676855895,1.4602620087336244,1.4602620087336244,0,0.0,0.0,0.6438041309464985,0.0,0,100
B_nonlinear_misspecified,100,0,ordinal_cluster,1,1170,0.9085470085470085,1.805982905982906,1.805982905982906,0,0.0,0.0,0.5185046166711202,0.0,0,100
B_nonlinear_misspecified,100,0,ordinal_cluster,3,1224,0.8856209150326797,1.9501633986928104,1.9501633986928104,0,0.0,0.0,0.5962537768156547,0.0,0,100
B_nonlinear_misspecified,100,0,ordinal_cluster,0,240,0.9666666666666667,1.275,1.275,0,0.0,0.0,0.514467139930844,0.0,0,100
B_nonlinear_misspecified,100,0,input_dependent_nonordinal,2,1221,0.8943488943488943,1.9557739557739557,1.9557739557739557,0,0.4947454995209356,0.025380373955754425,-0.015885051424849528,0.025380373955754425,0,100
B_nonlinear_misspecified,100,0,input_dependent_nonordinal,4,1145,0.9126637554585153,1.4655021834061135,1.4655021834061135,0,0.5897159576890095,0.02754911594727726,0.020957826775090005,0.02754911594727726,0,100
B_nonlinear_misspecified,100,0,input_dependent_nonordinal,1,1170,0.9581196581196582,1.6076923076923078,1.6076923076923078,0,0.4864681061082355,0.016795279474960286,0.11295838583282758,0.016795279474960286,0,100
B_nonlinear_misspecified,100,0,input_dependent_nonordinal,3,1224,0.920751633986928,1.8047385620915033,1.8047385620915033,0,0.5791906547448293,0.024951213693238935,0.05749540658170588,0.024951213693238935,0,100
B_nonlinear_misspecified,100,0,input_dependent_nonordinal,0,240,0.9625,1.4041666666666666,1.4041666666666666,0,0.4044922615662684,0.032388836931186604,0.02394265449074079,0.032388836931186604,0,100
B_nonlinear_misspecified,100,0,input_dependent_ordinal,2,1221,0.904995904995905,1.9262899262899262,1.9262899262899262,0,0.5198311902094582,0.02338365034729993,-0.030301474861971767,0.02338365034729993,0,100
B_nonlinear_misspecified,100,0,input_dependent_ordinal,4,1145,0.9126637554585153,1.4637554585152839,1.4637554585152839,0,0.5986282811045807,0.02734937238206665,0.011384598721817574,0.02734937238206665,0,100
B_nonlinear_misspecified,100,0,input_dependent_ordinal,1,1170,0.9487179487179487,1.5726495726495726,1.5726495726495726,0,0.4667374235282079,0.022003157717310564,0.11034823123439075,0.022003157717310564,0,100
B_nonlinear_misspecified,100,0,input_dependent_ordinal,3,1224,0.920751633986928,1.8129084967320261,1.8129084967320261,0,0.5565075879696596,0.024641474013098612,0.0788698726498075,0.024641474013098612,0,100
B_nonlinear_misspecified,100,0,input_dependent_ordinal,0,240,0.9583333333333334,1.375,1.375,0,0.4319392518892508,0.020845877499753532,-0.04166642874321633,0.020845877499753532,0,100
B_nonlinear_misspecified,100,1,independent_mondrian,3,1206,0.8665008291873963,1.8466003316749586,1.8466003316749586,0,0.0,0.0,0.5479372873644855,0.0,0,100
B_nonlinear_misspecified,100,1,independent_mondrian,1,1144,0.9396853146853147,1.7902097902097902,1.7902097902097902,0,0.0,0.0,0.5998148660846525,0.0,0,100
B_nonlinear_misspecified,100,1,independent_mondrian,4,1195,0.9037656903765691,1.3682008368200838,1.3682008368200838,0,0.0,0.0,0.572905659317416,0.0,0,100
B_nonlinear_misspecified,100,1,independent_mondrian,2,1181,0.9356477561388654,1.8941574936494496,1.8941574936494496,0,0.0,0.0,0.5654881911572464,0.0,0,100
B_nonlinear_misspecified,100,1,independent_mondrian,0,274,0.9598540145985401,1.4708029197080292,1.4708029197080292,0,0.0,0.0,0.5161903446876296,0.0,0,100
B_nonlinear_misspecified,100,1,ordinal_cluster,3,1206,0.8689883913764511,1.786898839137645,1.786898839137645,0,0.0,0.0,0.55690354961007,0.0,0,100
B_nonlinear_misspecified,100,1,ordinal_cluster,1,1144,0.9222027972027972,1.777972027972028,1.777972027972028,0,0.0,0.0,0.5469008346277002,0.0,0,100
